text,label,clean_text
career ka aghaz modeling se kiya aur baad e azan gulokar o Mausiqaar Himesh Reshamiya ke maqbool geet AP KA SUROOR mein modeling ki jis mein us ki performance ko dekhty huey MAHESH BHATT PRODUCTIONS ne Imran Hashmi ke muqabil JANNAT mein herine s\signe kar liya,Positive,career ka aghaz modeling se kiya aur baad e azan gulokar o mausiqaar himesh reshamiya ke maqbool geet ap ka suroor mein modeling ki jis mein us ki performance ko dekhty huey mahesh bhatt productions ne imran hashmi ke muqabil jannat mein herine s signe kar liya
"is film ne Bharat aur Pakistan Samet puri duniya mein both acha business kerny ke saath Sonal Chauhan ke Bollywood ki namwar adakaraon ke suf mein la khara kiya,magar usy dusri adakaran ki trha bary banner ki filmein na milin,us ke baad us ne BUDDHA OGYA TERA BAAP,3G ke alawa Telugu film Rainbow aur Kanda film mein abhi tak kam kiya hai",Positive,is film ne bharat aur pakistan samet puri duniya mein both acha business kerny ke saath sonal chauhan ke bollywood ki namwar adakaraon ke suf mein la khara kiya magar usy dusri adakaran ki trha bary banner ki filmein na milin us ke baad us ne buddha ogya tera baap g ke alawa telugu film rainbow aur kanda film mein abhi tak kam kiya hai
"Sonal Chauhanne Telugu film industry se umeedein wabasta kerty huey LEGEND naami film sign ker li hai jis ki aksbandi in dino tezi ke saath ho rahi hai jab ke ANTHONY DE SOZA ne bharti film BLUE ke sequel ASMAN mein AKSHAY KUMAR, KATREENA KAIF, ZAHID KHAN,SUNJAY DUTT,LARA DUTTA aur JOHN ABRAHAM ke saath ehm role mein cast kiya hai",Positive,sonal chauhanne telugu film industry se umeedein wabasta kerty huey legend naami film sign ker li hai jis ki aksbandi in dino tezi ke saath ho rahi hai jab ke anthony de soza ne bharti film blue ke sequel asman mein akshay kumar katreena kaif zahid khan sunjay dutt lara dutta aur john abraham ke saath ehm role mein cast kiya hai
Bollywood ki ek flm PEHLA SITARA jo iltiwa ka shikar chali ja rahi hai ye ek choty budget ki film hai jis mein ek naye hero ke saath markazi kirdar ada kiya hai Adakara SONAL CHAUHANany ek interview mein kaha ke kamyabi ya nakami ye to zindgi ka hissa hai lekn bollywood mein career ka aghaz kamyab film  se hona anyl iey aizaz samajhti hun,Positive,bollywood ki ek flm pehla sitara jo iltiwa ka shikar chali ja rahi hai ye ek choty budget ki film hai jis mein ek naye hero ke saath markazi kirdar ada kiya hai adakara sonal chauhanany ek interview mein kaha ke kamyabi ya nakami ye to zindgi ka hissa hai lekn bollywood mein career ka aghaz kamyab film se hona anyl iey aizaz samajhti hun
ye chahy ap meri zid samjhen ya nalaiqi magar mujhy aony faisly  per koi pashemani nahen hai,Positive,ye chahy ap meri zid samjhen ya nalaiqi magar mujhy aony faisly per koi pashemani nahen hai
"JANNAT film ke hawaly se ek sawal ke jawab mein Sonal Chauhan ne kaha ke is film ke director kunal deshmukh se Mumbai ke ek restaurant mein mulaqat hui,jahan unho ne mujh se phone number liya aurchand roz baad film JANNAT ki offer ker di",Positive,jannat film ke hawaly se ek sawal ke jawab mein sonal chauhan ne kaha ke is film ke director kunal deshmukh se mumbai ke ek restaurant mein mulaqat hui jahan unho ne mujh se phone number liya aurchand roz baad film jannat ki offer ker di
 JANNAT mein meri performance ko dekhty huey telgo flm RAINBOW mili is ke alawa ek kanda film bhi ke,Positive,jannat mein meri performance ko dekhty huey telgo flm rainbow mili is ke alawa ek kanda film bhi ke
unh ne kaha ke gulokari ka bhi shauq hai aur 2013 mein release hony wali film 3G mein MAIN KIA BATAUN gaya jisy saraha gya is liey modeling aur acting ke saath gulookari ko bhi jari rakhty huey album per kam ker rahi hun ,Positive,unh ne kaha ke gulokari ka bhi shauq hai aur mein release hony wali film g mein main kia bataun gaya jisy saraha gya is liey modeling aur acting ke saath gulookari ko bhi jari rakhty huey album per kam ker rahi hun
mustaqbil ke hawaly se unho ne kaha ke AKSHY aur SUNJAY DUTT jaisy superstars ke saath ASMAAN ker rahi hun jis mein mera kirdar kafi powerful hai,Positive,mustaqbil ke hawaly se unho ne kaha ke akshy aur sunjay dutt jaisy superstars ke saath asmaan ker rahi hun jis mein mera kirdar kafi powerful hai
Mahesh Bhatt Production ke sath mazeed flmen kerny ki khwahish hai kiun ke Mahesh Bhatt ko apny fankaron se kam lena ata hai,Positive,mahesh bhatt production ke sath mazeed flmen kerny ki khwahish hai kiun ke mahesh bhatt ko apny fankaron se kam lena ata hai
is liey wo jab bhi bulayengy to main pehli fursat mein un ka hi project kerna chahungi,Positive,is liey wo jab bhi bulayengy to main pehli fursat mein un ka hi project kerna chahungi
Hindustani art cinemas ke qad aawar artists ki top of the list murattab ki jae to Farooq Sheikh ka naam yaqeeni taur par is mien shamil ho ga,Positive,hindustani art cinemas ke qad aawar artists ki top of the list murattab ki jae to farooq sheikh ka naam yaqeeni taur par is mien shamil ho ga
 Faooq ne us zamane mien mutawazi cinema mien naam peyda kiya,Positive,faooq ne us zamane mien mutawazi cinema mien naam peyda kiya
" Yun to is actor ne riwayati commercial films mien bhi salahiyaton ke johar dikhae, magar in ki shanakht art films he rahi",Positive,yun to is actor ne riwayati commercial films mien bhi salahiyaton ke johar dikhae magar in ki shanakht art films he rahi
 Farooq ki acting mien aik tarah ka thehrao numayan tha,Positive,farooq ki acting mien aik tarah ka thehrao numayan tha
 Jo unhe art film ke liye mauzoo banata tha,Positive,jo unhe art film ke liye mauzoo banata tha
 Phir aik taweel waqfey ke bad 2008 mien inho ne films se dobara nata jorha,Positive,phir aik taweel waqfey ke bad mien inho ne films se dobara nata jorha
 Jis ka aiteraf yeh khud bhi karte the,Positive,jis ka aiteraf yeh khud bhi karte the
" Log mujhe pehchantehain, meri janib dekh kar muskurate hain aur hath bhi hilate hain",Positive,log mujhe pehchantehain meri janib dekh kar muskurate hain aur hath bhi hilate hain
 Aesi pazeerai na milne ka qalq mujhe kabhi nahi raha,Positive,aesi pazeerai na milne ka qalq mujhe kabhi nahi raha
"Art films mien acting ke aaghaz par Farooq Sheikh ko Satya Jeet Rai, Muzaffar Ali, Rishikesh Mukherjee aur Ketan Mehta jaise kohna mushq directors ke saath kaam karne ka mauqa mila",Positive,art films mien acting ke aaghaz par farooq sheikh ko satya jeet rai muzaffar ali rishikesh mukherjee aur ketan mehta jaise kohna mushq directors ke saath kaam karne ka mauqa mila
 In directors ne in ke talent ko nikharne mien aeham role adaa kiya,Positive,in directors ne in ke talent ko nikharne mien aeham role adaa kiya
" Magar inho ne khud ko stage aur silver screen he tak mehdood nahi rakha, bal ke Television par bhi apni salahiyaton ka jadoo jagaya",Positive,magar inho ne khud ko stage aur silver screen he tak mehdood nahi rakha bal ke television par bhi apni salahiyaton ka jadoo jagaya
 Khate peete khandan se talluq hone ki bina par inhe tamam saholtein hasil rahi,Positive,khate peete khandan se talluq hone ki bina par inhe tamam saholtein hasil rahi
 In ke walid aik kamiyab wakeel the,Positive,in ke walid aik kamiyab wakeel the
 Is arsey ke dauran inhe sagar sarhadi jaise maroof directors mien banae jane wale dramas mien mukhtalif kirdaron ki adaeygi ka mauqa mila,Positive,is arsey ke dauran inhe sagar sarhadi jaise maroof directors mien banae jane wale dramas mien mukhtalif kirdaron ki adaeygi ka mauqa mila
 Jald he in ka shumar stage ke basalahiyat naujawan artists mien hone laga tha,Positive,jald he in ka shumar stage ke basalahiyat naujawan artists mien hone laga tha
 Director MS Sathewan in ke paas pohanche aur inhe Garam Hawa mien aik aeham moaawin kirdar adaa karne ki pesh kash ki,Positive,director ms sathewan in ke paas pohanche aur inhe garam hawa mien aik aeham moaawin kirdar adaa karne ki pesh kash ki
 Bataur director Sathewan ki bhi yeh awwaleen film thi,Positive,bataur director sathewan ki bhi yeh awwaleen film thi
 Garam Hawa Hindi art cinema mien nae tarz ki films ka aaghaz samjhi jati hai,Positive,garam hawa hindi art cinema mien nae tarz ki films ka aaghaz samjhi jati hai
 Pehli film mien Sikander Mirza ka role ada karne par inhe 750 rupees muaawza mila tha,Positive,pehli film mien sikander mirza ka role ada karne par inhe rupees muaawza mila tha
 Farooq Sheikh ki wajah shohrat agarcha art films hain,Positive,farooq sheikh ki wajah shohrat agarcha art films hain
 Magar dilchasp baat yeh hai ke inhe ibtedai shanakht radio se mili thi,Positive,magar dilchasp baat yeh hai ke inhe ibtedai shanakht radio se mili thi
 Phir jab door darshan par Yoda Darshan aur Young World jaise programs ki meyzbani farooq ke hisse mien aai to in ka naam ghar ghar liya jane laga,Positive,phir jab door darshan par yoda darshan aur young world jaise programs ki meyzbani farooq ke hisse mien aai to in ka naam ghar ghar liya jane laga
 Guman mien khobsurat acting ne Farooq Sheikh ka career mustehkam kiya aur inhe markazi roles ki peshkash hone lagi,Positive,guman mien khobsurat acting ne farooq sheikh ka career mustehkam kiya aur inhe markazi roles ki peshkash hone lagi
" Inho ne Satya Jeet Rai ki Shatranj ke Khiladi 1977 ke ilawa, Noori 1979, Chashm e Baddor 1981, Umrao Jaan 1981, Bazaar 1982, Sath Sath 1982, Rang Barangi 1983, Kisi se Na Kehna 1983, aur Biwi Ho to Aesi 1988, mien yadgaar kirdar adaa kiye",Positive,inho ne satya jeet rai ki shatranj ke khiladi ke ilawa noori chashm e baddor umrao jaan bazaar sath sath rang barangi kisi se na kehna aur biwi ho to aesi mien yadgaar kirdar adaa kiye
 Katha 1983 mien inho ne manfi kirdar mien bhi apni salahiyaton ke johar dikhae,Positive,katha mien inho ne manfi kirdar mien bhi apni salahiyaton ke johar dikhae
Apne career mien inho ne art films ki kam o besh tamam maroof heroins ke sath kaam kiya,Positive,apne career mien inho ne art films ki kam o besh tamam maroof heroins ke sath kaam kiya
" Director Sagar Sarhadi ki film Lorri, Kalpana Lajmi ki Aik Pal aur Muzaffar Ali ki Anjuman mien Shabana Aazmi in ki heroin bani thi",Positive,director sagar sarhadi ki film lorri kalpana lajmi ki aik pal aur muzaffar ali ki anjuman mien shabana aazmi in ki heroin bani thi
 Magar Deepti Navil ke sath in ki jorhi boat maqbool hui,Positive,magar deepti navil ke sath in ki jorhi boat maqbool hui
Amaya mien in ki jorhi ki performance se mehfooz hue,Positive,amaya mien in ki jorhi ki performance se mehfooz hue
 Farooq Sheikh ne Shabana Aazmi ke sath bhi kae films ki,Positive,farooq sheikh ne shabana aazmi ke sath bhi kae films ki
Television ke nazreen mien wo actor ke sath sath bataur meyzban bhi boat maqbool the,Positive,television ke nazreen mien wo actor ke sath sath bataur meyzban bhi boat maqbool the
" In ka show Jeena Isi Ka Naam hai, dekhne walo mien boat maqbool hua tha",Positive,in ka show jeena isi ka naam hai dekhne walo mien boat maqbool hua tha
 Us dauran stage se in ka nata nahi toota tha,Positive,us dauran stage se in ka nata nahi toota tha
 Yeh drama 12 saal tak pesh kiya jata raha tha,Positive,yeh drama saal tak pesh kiya jata raha tha
 2009 mien inho ne film Lahore mien shandar acting ka muzahira kiya,Positive,mien inho ne film lahore mien shandar acting ka muzahira kiya
 Jis ke aiteraf mien inhe behtareen muaawin actor ke National film Award se nawaza gaya,Positive,jis ke aiteraf mien inhe behtareen muaawin actor ke national film award se nawaza gaya
 Box Office par yeh film kamiyab qarar di ja chuki hai,Positive,box office par yeh film kamiyab qarar di ja chuki hai
 Magar yeh actor apne maddahon ke dilon mien aur apni films mien hamesha zinda rahega,Positive,magar yeh actor apne maddahon ke dilon mien aur apni films mien hamesha zinda rahega
Hollywood ki films ke rasiya afraad mein bhala kaun ho ga ke jo captain Jack Sparrow ka shehar aafaq kirdar nibhane wale zaheen o fateen actor Johnny Depp ke naam aur kaam se waqif na hon,Positive,hollywood ki films ke rasiya afraad mein bhala kaun ho ga ke jo captain jack sparrow ka shehar aafaq kirdar nibhane wale zaheen o fateen actor johnny depp ke naam aur kaam se waqif na hon
" Yun to croron dilon ki dharkan kehlane wale is actor ne bohat si kamiyab films mein apni salahiyaon ke johar dikhae hain, lekin tijarti paimaney par in ki sab se kamiyab film series Pirates Of The Caribbean rahi hai",Positive,yun to croron dilon ki dharkan kehlane wale is actor ne bohat si kamiyab films mein apni salahiyaon ke johar dikhae hain lekin tijarti paimaney par in ki sab se kamiyab film series pirates of the caribbean rahi hai
Magar phir india ke maroof siyasatdaan Amar Singh ne Jaya ko apni saraparasti mein le liya aur ab wo Amar Singh ke zair e saya siyasat mein apna muqaam banane ki jaddojehad mein hain,Positive,magar phir india ke maroof siyasatdaan amar singh ne jaya ko apni saraparasti mein le liya aur ab wo amar singh ke zair e saya siyasat mein apna muqaam banane ki jaddojehad mein hain
In dino Jaya Prada azaad candidate ki hesiyat se lok sabha ki rukun hain aur siyasat ke maidan mein tahaal sargaram hain,Positive,in dino jaya prada azaad candidate ki hesiyat se lok sabha ki rukun hain aur siyasat ke maidan mein tahaal sargaram hain
Bal ke agar yeh kaha jae ke Sylvester Stallone ka naam he action films ki kamiyabi ki zamanat hai to ghalat na ho ga,Positive,bal ke agar yeh kaha jae ke sylvester stallone ka naam he action films ki kamiyabi ki zamanat hai to ghalat na ho ga
"Isi film ko bad mein Italian Stallion ke naam se release kiya gaya, jis ne bohat maqboliyat hasil ki",Positive,isi film ko bad mein italian stallion ke naam se release kiya gaya jis ne bohat maqboliyat hasil ki
Isi film se stallone ke filmy career ka sahi maeyno mein aaghaz hua,Positive,isi film se stallone ke filmy career ka sahi maeyno mein aaghaz hua
Wo is se itne mutassir hue ke forum aik film Rocky ki kahani likh daali,Positive,wo is se itne mutassir hue ke forum aik film rocky ki kahani likh daali
Yeh kahani inho ne sirf 20 ghanton mein mukammal kit hi,Positive,yeh kahani inho ne sirf ghanton mein mukammal kit hi
Tahum koshishon ke bad producer John G Avid Son ne is film ke liye sarmayakari par aamadgi zahir kar di aur director Robert Karloff ne is ki direction dene ki haami bhar li,Positive,tahum koshishon ke bad producer john g avid son ne is film ke liye sarmayakari par aamadgi zahir kar di aur director robert karloff ne is ki direction dene ki haami bhar li
Yeh is baras ki behtareen film qarar paai aur is baras ke academy awards mein in ki 10 nominations hui,Positive,yeh is baras ki behtareen film qarar paai aur is baras ke academy awards mein in ki nominations hui
Yeh film bhi kamiyab rahi aur yun Sylvester Stallone Hollywood ke super star ban age,Positive,yeh film bhi kamiyab rahi aur yun sylvester stallone hollywood ke super star ban age
Yeh film bhi maqboliyat ke kae record qaiym kar gai aur Sylvester Stallone Hollywood ke sab se maqbool action hero ban gae,Positive,yeh film bhi maqboliyat ke kae record qaiym kar gai aur sylvester stallone hollywood ke sab se maqbool action hero ban gae
In dono films ki maqboliyat ka andaza is baat se bhi lagaya ja sakta hai ke in dono ke sequels ke tehat kae films banai gai hain,Positive,in dono films ki maqboliyat ka andaza is baat se bhi lagaya ja sakta hai ke in dono ke sequels ke tehat kae films banai gai hain
"Agarcha in ki kuch films ko nakami ka bhi saamna karna parha hai, lekin is se Sylvester Stallone ke career par negative asar nahi parha",Positive,agarcha in ki kuch films ko nakami ka bhi saamna karna parha hai lekin is se sylvester stallone ke career par negative asar nahi parha
