clean_text,label
haaeyy pgli rula e dala tu ny to,Negative
allama raghib ahsan ne mein all india youth league ki bunyad rakhi aur usi dauran meesaq fikar islamiat o istaqlaal millat ke naam se aik fikar angez o dastawez musalmano ke huqooq ke liye murattab ki,Positive
kisi ko sath khanay main sharik karain,Positive
mar jana in logon ne india ko copy kar kar k,Negative
thek allah pak ka koi b hukam maslehat k baghair nai,Positive
khabees h tu khabees orat shraap na dy,Neutral
huh khud tou jaise khate hu nhi,Neutral
beta me apke liye stock exchange k papers bhejta hun kyunke apka interest lg rha hai issme,Positive
shaheed benazir bhutto kay pahlay dour e hukumat ki tarah un ka dosra daur e hukumat bhi saisi adam itmenan aur tanazat say bhar pur tha,Neutral
woh aik kuta hai isi ka os ka apna logo ka zulam nzr nhu ata jo aiski malwon army bombar karha hai jo zolam wazeristan m karha hai kya wo zolam nhia hai,Neutral
dagabaj re lagave jb tu lipistic lolz,Negative
too tw har waqt hi krtii h,Neutral
khuwaar sahab ne mazakan bol diya k kiya koi hamari class se to nahi,Neutral
un ki khuwahish rahi ke apni zindagi mein urdu college ki bunyad rakh den magar qudrat ko ye manzor na tha lekin aaj hum dekh rahe hain ke urdu university qayam ho chuki hai aur apna kaam jari rakhe howe hai,Positive
serious masla hojayega xd,Negative
mention sare teachers ko ya rehana ko bol do,Neutral
khamoosh warna tm bhi is fitny sy bach na pao gy,Negative
allah meri behan ko ulad ata kary ameen,Positive
khamkha to apna jigro nai banaya,Neutral
woh mein ahmed nadeem qasmi mukhtasar muddat kay liye anjuman tarraqi pasand musanafeen kay general secretary rahey,Neutral
allah ap ko hamesha khosh rkhy,Positive
shuru huwa tha,Neutral
october mein wo supreme court ke judge ki hasiyat se retired ho gaye,Neutral
thori si jaag mil jae dua ker dain,Positive
afridi brave heart he is tiger of pakistan,Neutral
billo g b serious ho gaiii,Neutral
laanat teri shakal pe katpotli,Negative
horse trading to norml bat ha imran khan ne senate election k liay pori pti zardari ko bech di ha,Positive
sahir ab tou bach,Negative
jo apni makhsoos tarz e mazah aur do maeyne guftugo ke baiys maqbool aam hua aur saal se ziyada arsey tak chalta raha,Positive
behar kaif field mein in ki maujodgi in ke sathiyon ke liye hamesha taqwiyat ka baiys hoti hai,Positive
a c o nd c o ne kia kasoor kia jo un ko hamesha nazar andaz kia ja rha hai kia ye govt emply ya apca me nhe aaty,Positive
question jaded squash mein benul aqawami satah par behtar karkardagi kis umar tak barqara rakhi ja sakti hai,Neutral
awam ko pagal banate hn yar dr sb,Negative
delivery fast hy magar lipstick low qulity the or demige toti hui i the color b aisa ni hy,Negative
is hesiyat mein unhon ne pheli bar anand bakhshi ko bator nagma nigar film bhola admi mein mutarif karwaya aur kaliyan ji anand ji jori ko sazindon ki jagah se utha kar mosiqaron ki saf mein shamil karane mein aham kirdar ada kiya,Positive
shiv sena ki janib se elaan,Neutral
sahi bt h,Positive
very bad dj ne ja video wap ni ki arsal ko,Negative
is film ke leye wo film fare awrad ki behtareen adakara ke leye bhi namzad hoien,Positive
mil mje,Neutral
zinda rehna hai qayamat ke sahar hone tak,Neutral
surat toba ki last ayat hain,Neutral
afghanistan ke sabiq badshah zahir shah bhi in ki singing ke maddah the,Neutral
kch bhe ho mra vote imran khan ko,Neutral
umar akmal back,Neutral
zindagi briii tuff hy yar hm sbki to,Negative
kitnay din ho gai,Neutral
tujhay bari khushi hoti h jab karachi harta h,Neutral
pir pagara ghq se apne talluq ke izhaar mein kabhi hichkichahat mehsoos nahi karte the,Neutral
thek kha,Neutral
yeh drama bht zbrdst hai kafi time bd hum tv walon ne dubara acche dramas bana shuru kiye hai,Positive
jo shakhs roza me kirdar o guftaar me jhot na choray tu allah ko us k bhokay piyasay rehnay ki koi zarorat nahi,Negative
kon h hmary group main,Neutral
sari larkia ya tu makeup ki dukan ya gudammmm,Neutral
hahaha bat h reaction ki ha,Neutral
tmhari kasi situation thi,Neutral
speilberg abhi teen ager he the ke inho ne apne doston ke sath mil kar aik mm adventure movie shauqiya taur par banai thi,Positive
subah time nikal k krty hain sain ka bandobast,Neutral
beta tere liay hi to m ny share kra ta specially,Neutral
inho ne mein pehli shadi emi erwing se ki,Neutral
are u agree plz reply hamin govt of pakistan sindh ko tough time dena ho ga na k doosry ko,Neutral
woh moh tor den ge,Negative
is ko midan islami state kihti he ye koye zulm nhe hi,Neutral
unhon ne razakarana tor par mahaz ki agli safon mein larne ke leye apni khidmat pesh kein aur is position mein larte howe dushman ke kai hamle pipa kiye,Positive
answer choonti ant aesa insect jandar hai jo kabhi nahi sota,Neutral
yar discunt ky nam per dhokha hi koi dicunt nen tplink nd market price ruppes hi yahan hzar kh kr disunt dy kar duble ki pemint per single dy rhy hin draz pk ka mear khrab ho rha hi is ka koi hal nkalen,Negative
sharam se doob kr mr jao jahil producer and actresses and actors khuda hadayat de gandy rd class people,Negative
iqrar ul hassan ne bataya k is din sahir k program ki ratting nd no pr thi to kon log show dekh rahe they awaam,Neutral
ethy rakh na haha,Neutral
g ak kaam hai ap se sir,Positive
blkul blkul,Neutral
mein america wapsi par in ki mulaqat khatoon aikido instructor miyako fujitani se hui,Neutral
rangeen mazaj pirni,Positive
bia tu khud sy ai juda hogi,Neutral
captain naveed s father raja perveez said that video conspiracy of meera hurt us and it is bad for our family,Negative
yaar ye couple bht dashing h yaarr,Positive
wo guzishta dinon russia mein hone wale world university moqablon mein pakistan universities ki numaindagi kar chuki hain,Positive
agar uk jaa kar bhi fark nahi para to lanat ho,Negative
nakhre hi nahi khtm hote karachi walon ke,Negative
tahum ki dehai mein aik qawwali dam mast qalandar pore pakistan mein in ki pehchan ban gai,Neutral
likhne likhane se hameed nizami ko shuru se hi dilchaspi thi,Positive
ammi pochti hain khane mein kya doon to mein kehta hoon extra sheet plz,Positive
tera wala hai shaid,Neutral
mere pas kamyaab maa hai,Positive
aunty k liye dua kro aunty hill gae,Negative
allah pak maghfirat farmai or darjaat ko buland farmai aameen sum aameen you will alwayzzz be remembered in our hearts nazia,Positive
allah apko salamat rakhy,Positive
we already know that betrayal shahid khakan abbasi is running air blue airline thats totally a cheat,Neutral
pakistani cricket team nay mein imran khan ki qayadat mein kheltay huway wein cricket world cup jeeta,Positive
mujay anti imran khan videos mat dikhao,Negative
tmhara dress jo main pehan k gai thi limelight wala,Neutral
iqra aziz and frhan saeed kya acting ki hai sab bus jamshaid g buht bury lgty hn mjy,Negative
subhan allah subhan allahmasha allah masha allah,Neutral
okay,Neutral
aap ka naam bilkul unique hay meethi pakkori,Positive
dua ki darkhwast hai,Positive
n nazimabad me firing shaks zakhmi,Negative
isi doran angelina ne modling ki duniya mein qadam rakh diya,Neutral
dua karein plz mery haq mein sb behter ho jy ameen sum ameen,Positive
wh tax aaeen k article k khilaf hai darkhuast guzar,Negative
or ap apnay decision pr sabit qadam ho,Positive
rooh ki kamzori,Negative
hahahha bht pehni h is ki shirts hm n d,Neutral
or bagart ban jao teri tarhaa,Negative
bhal kue sufiad hutia hia,Neutral
question guzishta dinon ipl ki nilami mein khilariyon ki bhari roqom ke ewaz farokht hoi kia is ka hissa na ban kar afsos howa,Neutral
bakwas tareen trouser hai yahan koi aur colors aur asal main koi aur kapra bi bohat harab hai paisay zaya karnay wali baat hai,Negative
bohat se logon ka khayal tha ke princes charles ki surat mien shayad saal ki umar mein lady diana ko apni khuwabon ka shahzadah mil gaya tha lekin shadi ke chand saal bad hi diana ke chehre par is nakhushi ki parchaiyan nazar aane lagi thein aur un ki baton mein is na aasodgi ka suragh milne laga tha jo kam iz kam kisi esi larki ki zindagi mein nazar nahi aasakti jis ne apne khuwabon ke shahzadae ko pa liya ho,Negative
sir ap ne meri class main kyoon bajaya tha,Neutral
jeetay raho asees,Positive
chaloo try krta,Neutral
meera ne guzishta roz lahore press culb mein press conference ka ineqad kiya jis mein sialkot ke shehri ki taraf se unhein hospital ke leye arazi farahum karne ki dastawez par dastakhat kiye gaye,Neutral
inhe rehaish ke liye ghar milna chahiye,Neutral
zia mohyeddin aaj bhi khoob se khoob turki talaash mein hain,Positive
allah pak hazrat ko lambi umar de,Positive
tmhara maslaa hmaisha ka,Negative
aur ka darmeyani arsa khan abdul ghaffar khan ney jailon aur jila watni mein guzara,Negative
no babe they are working keep calm bcz you ve not seen me yet,Neutral
aik arsa tak nawaz sharif jaddah mein moqem rahay iss kay bad mulk mein jamhuryat ki bahali kay leye unhon nay mohtarma benazir bhutto kay sath milkar koshishon ka agaz keyah aur meshaq jamhuryat ki shakal mein aik tarykhi dasta wyz samnay layeh,Negative
chawal chand ya shawal ka chand,Neutral
inho ne mein usi idarey ke liye attiyat jama karne ki khatir telethon ka aaghaz kiya tha,Neutral
allah khair kary ga,Positive
ab to arsal me afsoos lag rha hai,Negative
hahahahaha par mere papers m aisa ni hota,Neutral
han unka kia mjy jhelna par rha ha tjy,Negative
murshad sada khosh abaad rahy,Positive
lekin jaya prada ka fun amitabh bachan ke chaa jane wali shakhsiyat ke saamne jaise kuch aur nikhar kar samne aaya,Positive
quaid jui pti arkan k istefon per datt gaye hamara mauqaf aaini hai kis bunyad per riayat di ja rahi hai molana fazl ur rahman,Negative
sehat or afiat ki dua frma dain murshid kareem,Positive
laikin yai mat bholo jis nai tumhari takdeer likhi hai wo tum sai tumhari maa sai guna zayada payar krta hai,Neutral
sahir ki sister b to aesy morning show krti rahi hy jis pr toheen mazhab ka case bn gya thaaa usy pher hum tv walo ny jaga d,Negative
ham to rooz hi krty hen,Neutral
allah paak aap ki hifazat kare aap k sare maanne walaun ki hifazat kare allah do jahan me kamiyabide aameen,Positive
barsoon guzar gaye hain yahee sochty huye saim,Neutral
insjallah allah pak koi zaroor wasila banay ga rehae k lye allah pak zaroor insaf karay ga,Positive
in ko wapis laein,Neutral
buhat jald,Neutral
hanif muhammad ke benul aqwami cricket se alag hone se mutaliq pocha to wo bole hanif muhammad kamal ke batsman the un ke ghuthne mein problem thi team mein bhi ahsas yehi tha kea b unhen retire ho jana chaheye,Positive
masha allah cute nice both mola salamt or khosh o aabad rakhy,Positive
i am shocked to see they made up a team of players naming it flop team or flop of psl its harsh,Neutral
qota hona chahye atleast,Neutral
main apka btaou janu,Neutral
mein abid ali ne aik bollywood film mr bhatti on chuti mein kaam kiya,Neutral
selma lagerlof ke novel aur kahaniyon ke mutarajim duniya ki kai zabanon mein ho chuke hain,Positive
baldia saeedabad me firing se police ehelkar samet afrad zakhmi,Negative
she won the ptv award and lux style award also,Positive
itna bonga drama m n aj tk nhi dekha,Negative
lekin nisaab se charhti aur shaiyri se ishq,Positive
ye harrrami molvi ka thoubraaaa dekho aik nmbr k begrat or dayyyyoooos hen,Neutral
noon league nay as usual sirf credit khod lia hai,Negative
wo amritsar aur up bhi gae aur wahan tehreek e azaadi hind ki tarjumaani ka haq adaa kiya,Positive
buht hi achha fone hai me months se use ker rahi koo issue nhi non stop use kren phir b heatup nhi hota thanxx huawei,Positive
ulad k liye dua kry allah humy dainhumari sayhat zindagi aur akhrat ki kamiyabi ki dua kry,Positive
susti aur kahli un ko sakht na pasnd thi,Negative
btw kahan pochi,Neutral
nh dekhni na apni wali nw abhi walii d,Neutral
achaa tou ye drama hy,Neutral
injured,Neutral
shame,Neutral
lo g paa g nawaz shreef tu bad bilawal v usi line pe ha,Negative
lanut randi ka bacha,Negative
mukhtalif hadsat main afrad janbahaq zakhmi,Negative
aap tau millionaire ban jaen gee,Positive
aaj kal wo mukhtalif channels par commentary aur ipl mein kolkata knight riders ke coach ke faraiyz anjaam de rahe hain,Positive
iss kay alawa app nay amali saisat mein bhi hissa liya,Neutral
northern light infantry ke junior afsar ki hesiyat se ap ne marka e kargill mein hissa liya,Neutral
jahan se main apne liye jewelry leti hon,Neutral
is barey mein inho ne aik interview mein bataya tha ke inhe yeh kaam still images ki madad se karna tha lekin in ke walid ka still image camera toot gaya,Negative
unhon ne mein ptv lahore serise jhok siyal se shurat ke safar ka aghaz kiya,Neutral
allaha ap ko both eizat,Positive
haha abey ala bachodi pel di,Positive
allah pak aap ka saya tadyr tamam mkhloqat pr qaim rky ameen,Positive
janb amer sulman asif or sharjeel khan be bhot roya ta,Neutral
allah sb ko asi nagehaani afat se mhfooz rkhe ameeeen,Positive
jinnah international airport par customs ki karrewai dubai se anay walay pakistani musafiron say mobile phone baramad,Negative
first class cricket mein bhi intikhab alam ke cricket ka sitara khub chamka,Positive
hahhahahaha yr waqhe,Neutral
khushi se hori hy itne likes dekh k,Positive
imran zana karne ghus aya he,Negative
court ne ig sindh ko moon garden khali karanay ka hukum de rakah hai,Neutral
aesa he ha,Neutral
array check kr lahori bakra,Neutral
pak fauj ko salam,Positive
arsal ki kinza sa shadi hogi,Neutral
lagta hai sb ko eidi mil gei hai jo faimily ki selfy hoi hai,Neutral
acha laga istemal mei,Positive
lekin jab aap quomi satah se benul aqwami satah par jate hain to zahir hai ke aap ko apni practice aur training ka aur izyadah khayal rakhna parta hai,Neutral
hyeeeeeeeedj chha gya mery cheetay,Positive
adday bhi yahi police chala rahi hay,Neutral
is game ka name kia hai,Neutral
bus is main se ice cream hata do,Positive
malka e mosiqi roshan aara begum ki gai hoi thumri ho ya dadra ya phir malka e phukhraj jesi sahib e aslob maghniya ki gai hoi ghazal master inayat hussain ne har sif e mosiqi aur har fankar ke sath pora pora insaf kiya,Positive
agree dj rocks yr aj k episode mein dj chaa gaya,Positive
na khila ma apay kha kinsan,Neutral
paramount pictures ke sath lagataar films karne ke bad jerry ka is producer idarey se mein baqaida muaaheda ho gaya,Neutral
iss zamane mein jahangir ke khelaf aik match to keya aik game ya sirf aik point hasil kerna bhi un ke hareef ke leay fakhar ki bat samjhi jati thi,Positive
qwp k karim khan ne san at or arshad umarzai ne tecnical education ki wazarat sanbhal li,Positive
in ke aik maghrabi maddah ne aik dafa kaha tha ke nusrat ki gaeyki ap ko dawat deti hai chupke se kaan laga kar is guftugo ko sunne ki jo aik bandey air us ke rab ke darmiyan hoti hai,Positive
urdu adab ke bohat se naqadeen ke nazdeek faiz ahmed faiz ghalib aur iqbal ke bad urdu ke sab se azeem shaiyr hain,Positive
aunty nada angar dy bik gaye hai aunty,Negative
uss raat kiya huwa koi nahein janta waheed murad ke kamrey ka darwaza din charney tak na khula to maizbano ko darwaza torna para kamre ke farsh par pakistani actor murda para tha,Negative
se abdullah haroon ne siyasat mein bharpor hissa lena shuru kar diya aur indian national congress mein shamil ho gaye,Neutral
ya apka lia ha,Neutral
no it is illegal for any type of aircraft to fly over kaaba it is a no fly zone like the white house in america this is to prevent any terrorist attacks which has been happening in syria iraq mecca does not want a attack on kaaba as this will surprise everyone and will become global news for about years,Neutral
ajeeb bat hai k jis ko aids hey usay kuch pata hi nahon us say itna secret rakha jaa raha hey,Negative
haha hã sardar ap dono k saat asa hi hua ha i think,Neutral
february ko salman khan ko nadir o nayab kale hiran black deer ke shikar ke jurm mein adalat ne aik saal qeed ki saza sunai tahum is fasle par appeal ke doran un ki saza par amal dar aamad rok diya gaya ye case ta hal salman khan ke leye dar e sar bana howa hai,Negative
